0, 0 0 2 2 4 5 5 7 9 11 11 11;
1, 0 0 2 3 3 5 5 7 9 10 10 10;
2, 0 1 1 3 3 5 5 7 8 10 10 10;
3, 0 0 2 2 4 6 6 7 7 9 11 11;
4, 0 0 2 2 4 5 5 7 7 10 10 10;
5, 0 0 2 3 3 5 5 7 8 10 10 10;
6, 0 1 1 3 3 5 6 6 8 10 10 10;
7, 0 0 2 2 4 4 6 6 8 10 10 10;
8, 0 0 2 2 4 4 7 7 9 9 9 9;
9, 0 0 0 3 3 5 5 5 7 10 10 10;
